scontrino_id,cliente_id,data_scontrino,valuta_id,punto_vendita_id
4103,216,2024-12-31,4,21
4104,519,2024-12-31,1,25
4105,328,2024-12-31,1,8
4106,318,2024-12-31,1,25
4107,413,2025-01-01,3,14
4108,862,2025-01-01,2,18
4109,541,2025-01-01,1,6
4110,731,2025-01-01,1,1
4111,960,2025-01-01,4,21
4112,508,2025-01-01,1,11
4113,56,2025-01-01,2,18
4114,569,2025-01-01,1,1
4115,891,2025-01-01,1,3
4116,102,2025-01-02,5,24
4117,512,2025-01-02,3,15
4118,766,2025-01-02,4,20
4119,951,2025-01-02,4,21
4120,165,2025-01-02,4,29
4121,570,2025-01-02,1,3
4122,602,2025-01-02,2,17
4123,499,2025-01-02,1,25
4124,287,2025-01-02,2,16
4125,382,2025-01-03,5,26
4126,599,2025-01-03,1,12
4127,210,2025-01-03,1,1
4128,581,2025-01-03,2,18
4129,644,2025-01-03,4,29
4130,258,2025-01-03,1,8
4131,698,2025-01-03,2,17
4132,337,2025-01-03,1,2
4133,70,2025-01-03,3,15
4134,340,2025-01-03,5,23
4135,646,2025-01-03,1,4
4136,417,2025-01-03,5,23
4137,290,2025-01-03,5,22
4138,972,2025-01-03,1,9
4139,81,2025-01-04,5,26
4140,433,2025-01-04,1,6
4141,844,2025-01-04,1,27
4142,101,2025-01-04,4,29
4143,684,2025-01-04,3,14
4144,436,2025-01-04,1,25
4145,688,2025-01-04,5,24
4146,208,2025-01-04,5,26
4147,200,2025-01-04,5,22
4148,611,2025-01-04,1,9
4149,82,2025-01-05,4,20
4150,53,2025-01-05,5,24
4151,979,2025-01-05,4,20
4152,838,2025-01-05,3,28
4153,525,2025-01-05,4,20
4154,391,2025-01-05,2,18
4155,713,2025-01-05,1,11
4156,688,2025-01-05,1,25
4157,189,2025-01-05,3,13
4158,286,2025-01-05,1,30
4159,172,2025-01-06,5,24
4160,44,2025-01-06,2,16
4161,960,2025-01-06,1,3
4162,920,2025-01-06,4,19
4163,40,2025-01-06,1,7
4164,61,2025-01-06,1,25
4165,153,2025-01-06,5,23
4166,64,2025-01-06,3,13
4167,711,2025-01-06,1,1
4168,30,2025-01-06,1,11
4169,507,2025-01-07,1,11
4170,579,2025-01-07,3,13
4171,125,2025-01-07,1,10
4172,180,2025-01-07,2,18
4173,293,2025-01-07,1,25
4174,621,2025-01-07,1,6
4175,397,2025-01-07,3,13
4176,447,2025-01-07,1,6
4177,655,2025-01-08,2,17
4178,385,2025-01-08,2,17
4179,671,2025-01-08,1,9
4180,168,2025-01-08,5,23
4181,726,2025-01-08,4,21
4182,302,2025-01-08,2,16
4183,327,2025-01-09,4,29
4184,918,2025-01-09,1,7
4185,784,2025-01-09,1,27
4186,878,2025-01-09,2,18
4187,501,2025-01-09,1,4
4188,5,2025-01-09,3,14
4189,662,2025-01-09,5,26
4190,885,2025-01-10,5,24
4191,280,2025-01-10,1,10
4192,278,2025-01-10,1,12
4193,141,2025-01-10,4,29
4194,256,2025-01-10,4,20
4195,992,2025-01-10,1,11
4196,842,2025-01-11,2,16
4197,199,2025-01-11,3,28
4198,408,2025-01-11,1,4
4199,943,2025-01-11,2,16
4200,745,2025-01-11,4,29
4201,179,2025-01-11,1,10
4202,92,2025-01-11,2,18
4203,563,2025-01-12,1,3
4204,227,2025-01-12,1,25
4205,297,2025-01-12,3,13
4206,401,2025-01-12,1,25
4207,801,2025-01-12,1,4
4208,777,2025-01-12,5,24
4209,999,2025-01-12,1,5
4210,619,2025-01-12,1,4
4211,85,2025-01-12,1,2
4212,179,2025-01-13,2,17
4213,82,2025-01-13,1,6
4214,886,2025-01-13,1,10
4215,846,2025-01-13,4,20
4216,319,2025-01-13,1,3
4217,225,2025-01-13,1,2
4218,629,2025-01-13,2,16
4219,657,2025-01-13,4,21
4220,584,2025-01-13,4,29
4221,850,2025-01-14,3,14
4222,315,2025-01-14,1,9
4223,516,2025-01-14,4,19
4224,656,2025-01-14,5,22
4225,3,2025-01-14,1,8
4226,132,2025-01-14,1,8
4227,660,2025-01-14,4,20
4228,430,2025-01-14,1,8
4229,665,2025-01-14,1,27
4230,718,2025-01-14,1,25
4231,288,2025-01-15,1,2
4232,1,2025-01-15,1,8
4233,44,2025-01-15,1,12
4234,298,2025-01-15,1,11
4235,398,2025-01-15,4,29
4236,5,2025-01-15,2,16
4237,668,2025-01-15,4,19
4238,37,2025-01-15,3,13
4239,220,2025-01-15,1,4
4240,596,2025-01-15,5,23
4241,902,2025-01-16,3,13
4242,50,2025-01-16,1,10
4243,54,2025-01-16,4,20
4244,417,2025-01-16,2,18
4245,21,2025-01-16,1,2
4246,242,2025-01-16,1,6
4247,646,2025-01-16,4,20
4248,394,2025-01-16,4,29
4249,19,2025-01-16,4,20
4250,210,2025-01-17,1,9
4251,162,2025-01-17,1,30
4252,171,2025-01-17,5,26
4253,723,2025-01-17,2,18
4254,738,2025-01-17,1,25
4255,784,2025-01-17,1,12
4256,504,2025-01-17,1,4
4257,964,2025-01-17,1,10
4258,726,2025-01-18,3,15
4259,251,2025-01-18,5,26
4260,456,2025-01-18,1,6
4261,806,2025-01-18,1,12
4262,356,2025-01-18,1,27
4263,703,2025-01-18,1,27
4264,225,2025-01-18,1,25
4265,878,2025-01-18,3,28
4266,672,2025-01-18,5,24
4267,232,2025-01-19,3,14
4268,768,2025-01-19,5,22
4269,85,2025-01-19,1,10
4270,290,2025-01-19,1,10
4271,916,2025-01-19,5,23
4272,891,2025-01-19,1,8
4273,656,2025-01-19,1,27
4274,749,2025-01-19,5,26
4275,118,2025-01-19,1,4
4276,686,2025-01-19,1,3
4277,544,2025-01-19,1,8
4278,692,2025-01-20,3,15
4279,284,2025-01-20,5,26
4280,595,2025-01-20,4,19
4281,882,2025-01-20,1,5
4282,885,2025-01-20,1,9
4283,321,2025-01-20,4,20
4284,313,2025-01-20,1,1
4285,743,2025-01-20,1,11
4286,4,2025-01-20,5,24
4287,857,2025-01-20,5,22
4288,678,2025-01-21,2,18
4289,153,2025-01-21,1,2
4290,304,2025-01-21,1,27
4291,509,2025-01-21,1,3
4292,347,2025-01-21,5,22
4293,396,2025-01-21,1,30
4294,63,2025-01-21,1,3
4295,95,2025-01-21,1,9
4296,648,2025-01-21,1,9
4297,44,2025-01-22,5,23
4298,70,2025-01-22,1,9
4299,930,2025-01-22,1,3
4300,885,2025-01-22,1,9
4301,840,2025-01-22,5,22
4302,882,2025-01-22,4,29
4303,261,2025-01-22,1,10
4304,149,2025-01-22,2,18
4305,129,2025-01-22,4,29
4306,315,2025-01-23,1,25
4307,302,2025-01-23,1,25
4308,42,2025-01-23,3,15
4309,887,2025-01-23,1,2
4310,233,2025-01-23,5,24
4311,401,2025-01-23,2,16
4312,29,2025-01-24,1,6
4313,229,2025-01-24,1,27
4314,329,2025-01-24,3,15
4315,490,2025-01-24,3,15
4316,985,2025-01-24,5,22
4317,306,2025-01-24,1,25
4318,770,2025-01-24,4,20
4319,423,2025-01-25,1,27
4320,557,2025-01-25,4,19
4321,100,2025-01-25,5,22
4322,731,2025-01-25,1,3
4323,637,2025-01-25,4,21
4324,582,2025-01-25,1,9
4325,949,2025-01-25,1,30
4326,527,2025-01-25,1,25
4327,883,2025-01-26,5,26
4328,452,2025-01-26,1,6
4329,381,2025-01-26,1,4
4330,191,2025-01-26,1,27
4331,60,2025-01-26,1,10
4332,542,2025-01-26,1,30
4333,527,2025-01-26,1,3
4334,213,2025-01-26,1,2
4335,616,2025-01-27,1,27
4336,89,2025-01-27,1,2
4337,708,2025-01-27,1,4
4338,918,2025-01-27,1,4
4339,579,2025-01-27,5,26
4340,602,2025-01-27,2,16
4341,585,2025-01-27,3,14
4342,953,2025-01-28,3,14
4343,214,2025-01-28,1,11
4344,78,2025-01-28,4,19
4345,566,2025-01-28,3,15
4346,412,2025-01-28,1,12
4347,250,2025-01-28,1,8
4348,269,2025-01-28,3,15
4349,745,2025-01-28,1,27
4350,241,2025-01-28,5,26
4351,839,2025-01-29,4,20
4352,703,2025-01-29,4,21
4353,886,2025-01-29,4,29
4354,143,2025-01-29,5,26
4355,604,2025-01-29,5,24
4356,240,2025-01-29,1,2
4357,997,2025-01-29,4,29
4358,797,2025-01-29,1,10
4359,92,2025-01-30,4,19
4360,723,2025-01-30,3,15
4361,715,2025-01-30,4,20
4362,243,2025-01-30,4,21
4363,111,2025-01-30,1,4
4364,967,2025-01-30,1,1
4365,873,2025-01-30,3,15
4366,839,2025-01-30,3,15
4367,269,2025-01-30,2,17
4368,57,2025-01-30,5,24
4369,588,2025-01-30,5,22
4370,659,2025-01-30,3,14
4371,497,2025-01-30,1,8
4372,115,2025-01-31,1,11
4373,977,2025-01-31,1,30
4374,384,2025-01-31,1,10
4375,563,2025-01-31,1,25
4376,539,2025-01-31,4,20
4377,782,2025-01-31,1,9
4378,226,2025-01-31,5,26
4379,557,2025-01-31,1,11
4380,91,2025-01-31,1,25
4381,690,2025-01-31,1,4
4382,741,2025-01-31,5,26
4383,366,2025-01-31,2,17
4384,443,2025-02-01,5,24
4385,974,2025-02-01,1,11
4386,443,2025-02-01,2,18
4387,961,2025-02-01,4,19
4388,801,2025-02-01,1,6
4389,337,2025-02-02,4,20
4390,764,2025-02-02,3,14
4391,844,2025-02-02,1,12
4392,488,2025-02-02,5,23
4393,662,2025-02-02,1,12
4394,453,2025-02-02,2,18
4395,486,2025-02-02,1,9
4396,912,2025-02-02,3,15
4397,664,2025-02-02,1,7
4398,786,2025-02-02,4,20
4399,665,2025-02-02,1,9
4400,433,2025-02-02,1,27
4401,262,2025-02-02,5,23
4402,320,2025-02-02,1,9
4403,305,2025-02-03,1,11
4404,803,2025-02-03,1,2
4405,861,2025-02-03,1,25
4406,480,2025-02-03,3,15
4407,133,2025-02-03,1,6
4408,563,2025-02-03,4,21
4409,988,2025-02-03,2,16
4410,898,2025-02-03,2,16
4411,111,2025-02-03,1,25
4412,828,2025-02-03,2,18
4413,302,2025-02-04,1,27
4414,207,2025-02-04,5,26
4415,516,2025-02-04,4,21
4416,50,2025-02-04,2,16
4417,261,2025-02-04,5,24
4418,825,2025-02-04,1,2
4419,789,2025-02-04,5,22
4420,308,2025-02-04,4,19
4421,130,2025-02-05,4,21
4422,27,2025-02-05,2,16
4423,945,2025-02-05,1,12
4424,538,2025-02-05,1,27
4425,266,2025-02-05,3,14
4426,267,2025-02-05,2,18
4427,42,2025-02-05,1,10
4428,648,2025-02-05,1,12
4429,872,2025-02-05,1,1
4430,229,2025-02-05,4,19
4431,456,2025-02-05,1,30
4432,109,2025-02-06,1,1
4433,998,2025-02-06,3,15
4434,338,2025-02-06,1,27
4435,33,2025-02-06,2,17
4436,213,2025-02-06,1,8
4437,269,2025-02-06,1,4
4438,291,2025-02-06,3,13
4439,10,2025-02-06,3,28
4440,545,2025-02-06,5,26
4441,284,2025-02-06,4,20
4442,485,2025-02-07,1,5
4443,786,2025-02-07,5,26
4444,635,2025-02-07,4,19
4445,197,2025-02-07,1,30
4446,685,2025-02-07,4,19
4447,4,2025-02-07,1,3
4448,628,2025-02-07,5,22
4449,563,2025-02-07,5,23
4450,261,2025-02-07,4,20
4451,156,2025-02-08,1,30
4452,246,2025-02-08,2,17
4453,328,2025-02-08,4,21
4454,318,2025-02-08,4,19
4455,916,2025-02-08,3,15
4456,499,2025-02-08,1,11
4457,549,2025-02-08,5,22
4458,977,2025-02-08,1,3
4459,34,2025-02-08,3,15
4460,340,2025-02-08,1,4
4461,488,2025-02-08,1,7
4462,426,2025-02-08,1,9
4463,378,2025-02-09,5,24
4464,521,2025-02-09,1,10
4465,387,2025-02-09,5,26
4466,909,2025-02-09,1,5
4467,845,2025-02-09,5,26
4468,601,2025-02-09,1,4
4469,13,2025-02-09,3,13
4470,208,2025-02-09,4,19
4471,847,2025-02-09,4,29
4472,489,2025-02-09,1,25
4473,623,2025-02-09,1,11
4474,306,2025-02-09,4,20
4475,60,2025-02-09,4,20
4476,702,2025-02-09,1,11
4477,489,2025-02-09,4,19
4478,447,2025-02-09,3,15
4479,425,2025-02-09,4,20
4480,888,2025-02-09,1,30
4481,298,2025-02-10,1,2
4482,484,2025-02-10,4,21
4483,644,2025-02-10,1,10
4484,386,2025-02-10,1,9
4485,530,2025-02-10,1,30
4486,374,2025-02-10,5,24
4487,861,2025-02-10,1,9
4488,984,2025-02-10,5,24
4489,967,2025-02-10,4,21
4490,329,2025-02-10,5,24
4491,754,2025-02-10,1,30
4492,241,2025-02-10,1,6
4493,522,2025-02-11,1,4
4494,776,2025-02-11,1,4
4495,510,2025-02-11,1,3
4496,925,2025-02-11,3,13
4497,397,2025-02-11,1,12
4498,707,2025-02-11,5,23
4499,972,2025-02-11,1,3
4500,612,2025-02-11,1,4
4501,880,2025-02-11,1,11
4502,677,2025-02-12,1,11
4503,725,2025-02-12,1,25
4504,378,2025-02-12,2,18
4505,454,2025-02-12,1,25
4506,118,2025-02-12,4,21
4507,18,2025-02-12,4,29
4508,573,2025-02-12,5,24
4509,699,2025-02-12,1,12
4510,418,2025-02-13,3,15
4511,483,2025-02-13,1,3
4512,964,2025-02-13,5,24
4513,588,2025-02-13,3,28
4514,915,2025-02-13,1,27
4515,660,2025-02-13,1,30
4516,370,2025-02-13,3,28
4517,134,2025-02-13,1,5
4518,98,2025-02-13,4,20
4519,491,2025-02-13,1,7
4520,631,2025-02-14,1,8
4521,602,2025-02-14,5,26
4522,926,2025-02-14,1,2
4523,736,2025-02-14,5,23
4524,935,2025-02-14,1,7
4525,236,2025-02-14,4,20
4526,122,2025-02-14,1,30
4527,201,2025-02-14,3,28
4528,43,2025-02-14,1,12
4529,647,2025-02-15,2,18
4530,730,2025-02-15,4,19
4531,443,2025-02-15,1,8
4532,631,2025-02-15,5,26
4533,831,2025-02-15,1,10
4534,388,2025-02-15,1,4
4535,712,2025-02-15,3,15
4536,727,2025-02-15,1,4
4537,376,2025-02-15,1,2
4538,376,2025-02-15,4,29
4539,437,2025-02-15,2,17
4540,666,2025-02-15,4,20
4541,461,2025-02-16,1,5
4542,457,2025-02-16,3,14
4543,657,2025-02-16,1,4
4544,940,2025-02-16,1,5
4545,953,2025-02-16,1,5
4546,908,2025-02-16,2,16
4547,532,2025-02-16,1,9
4548,74,2025-02-16,1,4
4549,324,2025-02-16,1,9
4550,90,2025-02-17,5,26
4551,238,2025-02-17,2,18
4552,558,2025-02-17,1,25
4553,94,2025-02-17,4,19
4554,147,2025-02-17,2,16
4555,924,2025-02-17,2,18
4556,117,2025-02-17,2,17
4557,732,2025-02-17,5,24
4558,2,2025-02-17,1,1
4559,542,2025-02-17,5,22
4560,179,2025-02-17,4,19
4561,964,2025-02-17,5,26
4562,460,2025-02-18,1,6
4563,945,2025-02-18,1,12
4564,767,2025-02-18,1,25
4565,53,2025-02-18,1,10
4566,711,2025-02-18,1,7
4567,86,2025-02-18,4,29
4568,299,2025-02-18,2,18
4569,288,2025-02-18,3,28
4570,210,2025-02-18,1,10
4571,13,2025-02-18,4,29
4572,780,2025-02-18,1,25
4573,643,2025-02-18,2,16
4574,172,2025-02-18,1,10
4575,364,2025-02-19,5,26
4576,489,2025-02-19,5,26
4577,322,2025-02-19,1,10
4578,399,2025-02-19,5,26
4579,887,2025-02-19,1,12
4580,505,2025-02-19,1,25
4581,677,2025-02-19,1,7
4582,402,2025-02-19,3,13
4583,288,2025-02-19,1,12
4584,167,2025-02-20,1,10
4585,454,2025-02-20,5,26
4586,317,2025-02-20,1,4
4587,303,2025-02-20,1,1
4588,320,2025-02-20,1,10
4589,668,2025-02-20,1,7
4590,696,2025-02-20,2,16
4591,625,2025-02-20,5,23
4592,461,2025-02-20,2,17
4593,530,2025-02-20,1,7
4594,677,2025-02-20,1,11
4595,810,2025-02-21,1,9
4596,866,2025-02-21,1,7
4597,339,2025-02-21,1,7
4598,81,2025-02-21,1,4
4599,126,2025-02-21,3,14
4600,948,2025-02-21,2,17
4601,735,2025-02-21,1,8
4602,672,2025-02-21,1,5
4603,289,2025-02-21,5,24
4604,948,2025-02-21,4,19
4605,375,2025-02-21,3,15
4606,125,2025-02-21,1,27
4607,95,2025-02-22,2,18
4608,552,2025-02-22,5,23
4609,43,2025-02-22,1,30
4610,354,2025-02-22,4,29
4611,658,2025-02-22,5,26
4612,506,2025-02-22,1,27
4613,692,2025-02-22,1,4
4614,101,2025-02-22,1,7
4615,417,2025-02-22,3,14
4616,915,2025-02-22,2,16
4617,481,2025-02-22,3,14
4618,280,2025-02-22,4,20
4619,325,2025-02-23,4,20
4620,215,2025-02-23,1,4
4621,824,2025-02-23,2,16
4622,752,2025-02-23,5,26
4623,777,2025-02-23,5,24
4624,927,2025-02-23,4,19
4625,276,2025-02-23,1,10
4626,498,2025-02-23,3,15
4627,130,2025-02-23,1,9
4628,788,2025-02-23,1,4
4629,71,2025-02-23,3,13
4630,294,2025-02-24,1,5
4631,593,2025-02-24,1,3
4632,664,2025-02-24,4,21
4633,94,2025-02-24,2,17
4634,865,2025-02-24,1,10
4635,221,2025-02-24,5,22
4636,9,2025-02-24,5,26
4637,433,2025-02-24,1,10
4638,494,2025-02-24,1,9
4639,394,2025-02-24,4,29
4640,550,2025-02-24,3,13
4641,253,2025-02-24,1,9
4642,464,2025-02-24,3,15
4643,406,2025-02-25,1,9
4644,413,2025-02-25,1,5
4645,192,2025-02-25,1,11
4646,988,2025-02-25,3,13
4647,940,2025-02-25,4,21
4648,514,2025-02-25,1,8
4649,382,2025-02-26,3,15
4650,867,2025-02-26,4,29
4651,767,2025-02-26,1,25
4652,854,2025-02-26,1,30
4653,206,2025-02-26,1,12
4654,416,2025-02-26,1,5
4655,156,2025-02-26,3,15
4656,585,2025-02-26,3,28
4657,47,2025-02-26,1,12
4658,196,2025-02-26,1,9
4659,476,2025-02-27,1,10
4660,198,2025-02-27,3,28
4661,549,2025-02-27,4,19
4662,24,2025-02-27,4,20
4663,397,2025-02-27,1,7
4664,78,2025-02-27,1,5
4665,712,2025-02-27,1,30
4666,281,2025-02-27,1,3
4667,421,2025-02-27,1,4
4668,636,2025-02-27,1,3
4669,41,2025-02-27,2,18
4670,338,2025-02-28,1,7
4671,987,2025-02-28,3,13
4672,516,2025-02-28,2,18
4673,777,2025-02-28,1,6
4674,482,2025-02-28,2,18
4675,639,2025-02-28,1,9
4676,712,2025-02-28,1,27
4677,69,2025-02-28,1,30
4678,594,2025-03-01,3,15
4679,107,2025-03-01,2,16
4680,782,2025-03-01,1,3
4681,409,2025-03-01,1,12
4682,935,2025-03-01,1,27
4683,72,2025-03-01,5,24
4684,693,2025-03-01,1,5
4685,583,2025-03-01,4,29
4686,706,2025-03-01,2,18
4687,649,2025-03-01,5,24
4688,307,2025-03-01,1,9
4689,353,2025-03-01,1,4
4690,649,2025-03-02,1,25
4691,429,2025-03-02,4,29
4692,154,2025-03-02,5,24
4693,147,2025-03-02,1,10
4694,909,2025-03-02,3,13
4695,616,2025-03-02,1,27
4696,568,2025-03-02,5,24
4697,758,2025-03-02,1,9
4698,246,2025-03-02,4,21
4699,557,2025-03-02,2,17
4700,37,2025-03-02,1,27
4701,72,2025-03-02,3,15
4702,519,2025-03-02,1,11
4703,471,2025-03-02,3,15
4704,624,2025-03-02,4,19
4705,427,2025-03-03,4,21
4706,198,2025-03-03,5,26
4707,606,2025-03-03,1,4
4708,12,2025-03-03,3,15
4709,613,2025-03-03,3,15
4710,5,2025-03-03,2,18
4711,818,2025-03-03,3,28
4712,661,2025-03-03,1,9
4713,120,2025-03-03,1,30
4714,32,2025-03-03,1,30
4715,911,2025-03-03,3,15
4716,767,2025-03-03,1,2
4717,506,2025-03-03,1,11
4718,773,2025-03-03,1,30
4719,337,2025-03-03,3,13
4720,781,2025-03-04,1,10
4721,275,2025-03-04,1,27
4722,369,2025-03-04,1,1
4723,69,2025-03-04,4,29
4724,296,2025-03-04,2,17
4725,78,2025-03-04,1,5
4726,86,2025-03-04,5,23
4727,616,2025-03-04,4,21
4728,149,2025-03-04,1,25
4729,315,2025-03-04,1,4
4730,949,2025-03-04,5,24
4731,410,2025-03-05,2,18
4732,240,2025-03-05,1,8
4733,397,2025-03-05,5,23
4734,801,2025-03-05,1,25
4735,594,2025-03-05,5,23
4736,173,2025-03-05,2,18
4737,437,2025-03-05,2,17
4738,114,2025-03-05,4,21
4739,949,2025-03-05,1,11
4740,679,2025-03-06,4,20
4741,788,2025-03-06,2,17
4742,663,2025-03-06,5,24
4743,140,2025-03-06,1,4
4744,983,2025-03-06,4,20
4745,177,2025-03-06,4,29
4746,377,2025-03-06,1,5
4747,432,2025-03-06,1,1
4748,298,2025-03-06,1,30
4749,681,2025-03-07,2,17
4750,100,2025-03-07,1,8
4751,180,2025-03-07,1,27
4752,743,2025-03-07,1,5
4753,948,2025-03-07,2,17
4754,692,2025-03-07,2,18
4755,538,2025-03-07,1,2
4756,878,2025-03-07,4,29
4757,476,2025-03-07,1,5
4758,714,2025-03-07,1,4
4759,733,2025-03-07,4,29
4760,718,2025-03-07,1,27
4761,327,2025-03-08,1,25
4762,254,2025-03-08,5,22
4763,943,2025-03-08,4,29
4764,328,2025-03-08,4,19
4765,32,2025-03-08,1,8
4766,999,2025-03-08,1,12
4767,968,2025-03-08,4,21
4768,657,2025-03-08,3,28
4769,525,2025-03-08,4,21
4770,774,2025-03-08,1,27
4771,550,2025-03-08,1,3
4772,806,2025-03-08,1,9
4773,413,2025-03-08,1,2
4774,824,2025-03-08,1,10
4775,891,2025-03-09,2,18
4776,510,2025-03-09,2,18
4777,571,2025-03-09,1,12
4778,2,2025-03-09,3,15
4779,4,2025-03-09,1,7
4780,810,2025-03-09,3,14
4781,768,2025-03-09,1,5
4782,459,2025-03-09,5,22
4783,912,2025-03-09,1,11
4784,883,2025-03-09,4,19
4785,573,2025-03-09,2,18
4786,950,2025-03-09,1,25
4787,842,2025-03-10,1,1
4788,996,2025-03-10,4,20
4789,206,2025-03-10,1,2
4790,781,2025-03-10,5,24
4791,301,2025-03-10,2,17
4792,22,2025-03-10,2,17
4793,585,2025-03-10,1,5
4794,583,2025-03-10,4,19
4795,570,2025-03-10,1,27
4796,980,2025-03-10,1,4
4797,947,2025-03-10,1,3
4798,110,2025-03-10,3,14
4799,665,2025-03-10,3,15
4800,229,2025-03-10,1,2
4801,299,2025-03-10,5,26
4802,508,2025-03-11,1,9
4803,580,2025-03-11,4,21
4804,684,2025-03-11,1,9
4805,709,2025-03-11,4,20
4806,656,2025-03-11,1,1
4807,458,2025-03-11,5,26
4808,122,2025-03-11,4,20
4809,410,2025-03-11,1,27
4810,656,2025-03-11,1,4
4811,568,2025-03-11,2,16
4812,647,2025-03-11,2,17
4813,843,2025-03-11,1,7
4814,804,2025-03-12,4,19
4815,76,2025-03-12,5,26
4816,118,2025-03-12,2,16
4817,572,2025-03-12,1,8
4818,662,2025-03-12,4,19
4819,751,2025-03-12,1,10
4820,570,2025-03-12,1,11
4821,530,2025-03-12,1,30
4822,262,2025-03-12,1,8
4823,800,2025-03-12,1,27
4824,390,2025-03-12,3,28
4825,350,2025-03-12,1,27
4826,906,2025-03-13,3,15
4827,267,2025-03-13,1,2
4828,260,2025-03-13,1,10
4829,606,2025-03-13,1,4
4830,871,2025-03-13,1,7
4831,424,2025-03-13,5,22
4832,651,2025-03-13,4,20
4833,579,2025-03-13,1,7
4834,213,2025-03-13,1,12
4835,626,2025-03-13,2,16
4836,351,2025-03-13,4,19
4837,820,2025-03-13,1,8
4838,396,2025-03-14,1,12
4839,995,2025-03-14,1,11
4840,127,2025-03-14,2,18
4841,384,2025-03-14,2,17
4842,168,2025-03-14,4,21
4843,342,2025-03-14,1,9
4844,847,2025-03-14,1,27
4845,262,2025-03-14,1,9
4846,851,2025-03-14,1,6
4847,209,2025-03-15,1,1
4848,896,2025-03-15,1,7
4849,634,2025-03-15,1,27
4850,860,2025-03-15,2,18
4851,713,2025-03-15,1,10
4852,250,2025-03-15,1,8
4853,831,2025-03-15,1,6
4854,354,2025-03-15,2,18
4855,205,2025-03-15,1,8
4856,207,2025-03-15,3,13
4857,327,2025-03-15,4,19
4858,856,2025-03-15,5,26
4859,398,2025-03-15,1,27
4860,145,2025-03-16,1,11
4861,761,2025-03-16,1,2
4862,799,2025-03-16,4,20
4863,403,2025-03-16,3,14
4864,335,2025-03-16,1,5
4865,760,2025-03-16,1,6
4866,4,2025-03-16,1,27
4867,985,2025-03-16,4,19
4868,643,2025-03-16,4,29
4869,1,2025-03-16,1,27
4870,741,2025-03-16,1,5
4871,365,2025-03-16,5,26
4872,79,2025-03-16,4,19
4873,89,2025-03-16,4,19
4874,329,2025-03-17,1,2
4875,725,2025-03-17,4,29
4876,297,2025-03-17,1,27
4877,408,2025-03-17,3,14
4878,750,2025-03-17,1,2
4879,26,2025-03-17,1,6
4880,477,2025-03-17,1,6
4881,444,2025-03-17,2,16
4882,713,2025-03-17,1,4
4883,799,2025-03-17,2,17
4884,39,2025-03-18,4,19
4885,346,2025-03-18,5,26
4886,914,2025-03-18,1,11
4887,567,2025-03-18,5,26
4888,950,2025-03-18,2,18
4889,401,2025-03-18,3,28
4890,539,2025-03-18,3,14
4891,942,2025-03-18,2,16
4892,26,2025-03-18,1,8
4893,577,2025-03-18,1,5
4894,268,2025-03-18,1,25
4895,638,2025-03-18,1,30
4896,89,2025-03-19,1,10
4897,260,2025-03-19,2,18
4898,437,2025-03-19,5,22
4899,171,2025-03-19,3,14
4900,913,2025-03-19,1,8
4901,457,2025-03-19,1,2
4902,573,2025-03-20,1,5
4903,245,2025-03-20,5,22
4904,464,2025-03-20,1,1
4905,4,2025-03-20,5,26
4906,294,2025-03-20,1,30
4907,318,2025-03-20,4,20
4908,269,2025-03-20,3,14
4909,942,2025-03-20,2,17
4910,452,2025-03-20,1,7
4911,880,2025-03-20,1,3
4912,856,2025-03-20,1,9
4913,34,2025-03-20,5,24
4914,862,2025-03-20,1,4
4915,215,2025-03-20,1,1
4916,436,2025-03-20,1,8
4917,832,2025-03-21,1,30
4918,288,2025-03-21,1,10
4919,590,2025-03-21,5,23
4920,730,2025-03-21,1,11
4921,156,2025-03-21,5,23
4922,770,2025-03-21,1,3
4923,590,2025-03-21,3,13
4924,800,2025-03-21,5,24
4925,765,2025-03-21,1,6
4926,678,2025-03-21,1,30
4927,768,2025-03-21,1,11
4928,966,2025-03-21,1,10
4929,686,2025-03-21,1,4
4930,531,2025-03-21,1,25
4931,185,2025-03-22,5,23
4932,663,2025-03-22,1,11
4933,703,2025-03-22,1,7
4934,618,2025-03-22,1,2
4935,893,2025-03-22,1,10
4936,864,2025-03-22,1,3
4937,574,2025-03-22,1,8
4938,717,2025-03-22,1,8
4939,383,2025-03-22,5,24
4940,452,2025-03-22,5,26
4941,910,2025-03-22,4,29
4942,538,2025-03-22,2,16
4943,907,2025-03-23,3,28
4944,293,2025-03-23,1,6
4945,257,2025-03-23,4,20
4946,722,2025-03-23,4,19
4947,629,2025-03-23,1,4
4948,278,2025-03-23,5,24
4949,159,2025-03-23,1,11
4950,865,2025-03-23,1,9
4951,94,2025-03-23,4,19
4952,579,2025-03-23,4,21
4953,336,2025-03-24,3,13
4954,544,2025-03-24,1,2
4955,648,2025-03-24,3,28
4956,911,2025-03-24,2,16
4957,631,2025-03-24,4,20
4958,139,2025-03-24,3,15
4959,799,2025-03-24,3,28
4960,824,2025-03-24,1,8
4961,545,2025-03-24,1,4
4962,756,2025-03-25,5,24
4963,561,2025-03-25,1,25
4964,429,2025-03-25,1,12
4965,294,2025-03-25,5,24
4966,595,2025-03-25,4,19
4967,233,2025-03-25,5,24
4968,620,2025-03-25,1,6
4969,717,2025-03-25,2,18
4970,528,2025-03-25,1,25
4971,834,2025-03-25,3,13
4972,15,2025-03-25,1,9
4973,881,2025-03-26,3,14
4974,564,2025-03-26,4,20
