scontrino_id,numero_riga,prodotto_id,quantita,prezzo_unitario_locale
4664,2,65,1,778.82
4665,1,72,2,591.49
4665,2,29,2,232.24
4665,3,28,2,946.1
4666,1,31,1,921.42
4667,1,88,1,187.11
4668,1,6,1,576.93
4668,2,2,1,191.66
4669,1,20,1,293.61
4669,2,15,1,264.6
4669,3,5,2,195.56
4670,1,94,1,421.58
4671,1,10,1,131.11
4671,2,18,1,174.06
4672,1,10,1,190.63
4672,2,24,2,577.89
4673,1,37,1,448.07
4674,1,1,1,1138.82
4674,2,32,1,225.3
4675,1,75,1,216.47
4676,1,14,1,691.32
4676,2,40,1,234.02
4676,3,9,1,240.1
4677,1,18,1,193.61
4678,1,82,1,994.49
4678,2,11,1,152.99
4678,3,94,1,360.9
4679,1,73,1,555.44
4680,1,24,1,522.01
4680,2,27,2,731.2
4680,3,32,1,220.56
4681,1,55,1,449.7
4682,1,61,2,611.74
4682,2,81,1,186.08
4682,3,29,1,259.13
4683,1,11,1,33008.94
4683,2,57,1,33851.69
4684,1,96,2,216.47
4685,1,2,1,1541.99
4685,2,26,1,3530.68
4685,3,90,1,5676.31
4686,1,94,2,446.64
4686,2,90,1,846.66
4687,1,36,1,74706.53
4687,2,29,1,39174.3
4687,3,79,1,144900.86
4688,1,1,1,1031.2
4688,2,45,1,481.42
4688,3,70,1,168.6
4689,1,43,1,718.94
4690,1,74,1,218.65
4691,1,80,1,5378.11
4691,2,76,2,7105.49
4691,3,25,1,1775.07
4692,1,68,1,113120.32
4692,2,54,1,86781.64
4692,3,28,1,150404.58
4693,1,76,1,852.59
4694,1,71,1,143.46
4694,2,34,1,494.83
4694,3,38,2,633.23
4695,1,85,1,206.11
4695,2,65,1,806.21
4695,3,71,1,179.27
4696,1,76,1,168659.1
4696,2,88,1,32859.9
4696,3,57,1,34637.65
4697,1,81,1,179.55
4697,2,67,1,248.44
4697,3,59,1,681.74
4698,1,73,1,3938.62
4698,2,12,1,6722.58
4698,3,68,2,4937.64
4699,1,51,1,459.45
4700,1,50,2,974.69
4700,2,26,1,435.46
4700,3,39,2,163.63
4701,1,22,1,426.28
4701,2,93,1,653.83
4701,3,26,1,375.2
4702,1,77,1,188.28
4702,2,96,1,214.37
4702,3,34,1,625.32
4703,1,53,1,759.38
4703,2,7,2,120.67
4704,1,50,1,7587.36
4705,1,31,2,7129.59
4705,2,30,1,5025.01
4705,3,25,1,1668.89
4706,1,14,1,122670.23
4706,2,20,2,43036.83
4707,1,61,1,632.34
4707,2,49,1,492.95
4708,1,4,1,675.15
4708,2,48,1,506.4
4708,3,38,1,752.35
4709,1,16,1,371.16
4709,2,38,1,671.47
4709,3,85,2,181.64
4710,1,1,2,1083.98
4710,2,57,2,219.05
4710,3,80,1,716.59
4711,1,56,1,802.54
4711,2,40,1,220.97
4712,1,30,1,646.32
4712,2,17,1,152.79
4712,3,60,1,789.16
4713,1,13,1,510.96
4713,2,6,1,547.15
4713,3,7,1,146.36
4714,1,63,2,938.05
4715,1,17,1,146.28
4715,2,58,1,496.45
4716,1,63,1,894.18
4717,1,25,1,213.49
4717,2,29,1,257.2
4717,3,5,2,175.24
4718,1,70,1,183.13
4719,1,74,1,198.51
4719,2,11,1,152.83
4720,1,11,1,182.65
4720,2,34,1,568.92
4721,1,82,1,1155.71
4722,1,38,1,765.73
4722,2,68,1,672.25
4722,3,19,1,919.63
4723,1,81,1,1487.38
4724,1,45,1,524.11
4724,2,4,1,701.43
4724,3,100,1,277.83
4725,1,81,1,183.67
4725,2,27,1,679.33
4726,1,30,1,104902.14
4726,2,34,1,97417.56
4727,1,24,1,3838.49
4728,1,42,1,556.28
4728,2,83,1,220.48
4729,1,52,2,587.97
4729,2,26,1,432.44
4729,3,100,1,242.61
4730,1,12,1,125955.48
4731,1,33,1,636.18
4731,2,41,2,166.02
4731,3,44,1,241.15
4732,1,78,1,193.15
4732,2,73,1,525.23
4733,1,64,1,94637.5
4734,1,23,1,840.43
4735,1,59,1,107709.65
4735,2,48,1,89871.27
4735,3,92,1,197541.75
4736,1,63,1,1094.93
4737,1,46,1,943.59
4738,1,48,1,4407.01
4738,2,4,1,5686.09
4738,3,32,1,1619.32
4739,1,22,1,521.39
4739,2,29,1,246.48
4740,1,7,1,1245.88
4740,2,30,1,4735.32
4741,1,64,1,606.42
4741,2,42,2,643.63
4742,1,8,1,41608.44
4742,2,86,1,35710.78
4742,3,79,1,156068.73
4743,1,36,1,398.15
4744,1,39,1,1253.44
4744,2,85,2,1609.56
4745,1,63,1,6994.62
4746,1,48,1,610.0
4746,2,74,1,230.79
4746,3,97,1,145.43
4747,1,74,1,208.6
4747,2,6,1,568.18
4748,1,57,1,219.46
4748,2,29,1,233.54
4748,3,16,1,396.44
4749,1,34,1,646.51
4750,1,57,1,215.45
4751,1,34,2,584.41
4752,1,98,1,641.08
4753,1,9,1,241.13
4753,2,27,1,839.74
4754,1,8,1,246.22
4754,2,63,1,989.52
4755,1,55,1,459.99
4755,2,70,2,179.58
4756,1,54,1,3892.36
4756,2,3,1,4103.97
4756,3,42,1,3679.42
4757,1,76,1,894.3
4757,2,52,1,546.1
4758,1,62,2,151.76
4758,2,60,2,859.4
4759,1,88,1,1343.62
4759,2,28,1,6066.55
4759,3,57,1,1486.87
4760,1,6,2,511.5
4761,1,53,1,1001.79
4761,2,32,1,239.74
4761,3,39,1,153.08
4762,1,34,1,97590.21
4762,2,38,1,139757.52
4763,1,24,1,4000.39
4763,2,47,1,3817.41
4763,3,37,1,3414.8
4764,1,23,1,5859.48
4764,2,42,1,4500.8
4764,3,56,1,6183.76
4765,1,86,1,224.2
4765,2,29,1,254.59
4766,1,27,1,752.14
4767,1,80,1,4728.03
4768,1,7,1,152.38
4769,1,64,1,4329.43
4769,2,89,1,1704.77
4769,3,31,1,6490.1
4770,1,67,2,268.61
4771,1,46,2,896.4
4772,1,27,1,757.14
4772,2,2,1,199.53
4773,1,26,1,432.46
4774,1,90,1,673.87
4774,2,8,1,220.7
4775,1,24,1,621.43
4776,1,25,2,247.96
4776,2,9,1,264.43
4776,3,79,1,992.77
4777,1,94,2,417.68
4777,2,42,1,580.56
4778,1,78,2,166.33
4778,2,6,1,483.3
4778,3,51,1,458.49
4779,1,55,1,518.56
4779,2,98,1,648.42
4780,1,75,1,159.62
4780,2,80,1,623.02
4781,1,10,1,168.28
4782,1,21,1,157842.21
4782,2,54,1,93662.3
4782,3,87,1,168333.71
4783,1,43,1,704.7
4783,2,10,1,165.41
4783,3,38,1,779.93
4784,1,69,1,2100.88
4784,2,78,1,1266.03
4784,3,59,1,5258.35
4785,1,37,1,538.72
4786,1,35,1,1117.77
4786,2,71,1,180.88
4787,1,16,1,402.55
4787,2,79,1,910.35
4787,3,74,2,196.74
4788,1,34,1,3970.69
4789,1,97,2,152.32
4790,1,58,1,98099.98
4790,2,22,2,85206.75
4790,3,28,2,164862.5
4791,1,18,1,213.64
4791,2,3,1,552.02
4792,1,5,1,171.94
4792,2,17,2,152.24
4793,1,99,1,561.55
4793,2,75,1,208.82
4793,3,68,1,641.05
4794,1,71,1,1228.74
4795,1,32,1,233.24
4795,2,72,2,608.68
4796,1,69,1,264.71
4796,2,22,1,528.01
4796,3,1,2,1047.14
4797,1,34,1,591.77
4798,1,54,1,452.67
4798,2,13,1,402.49
4799,1,97,1,129.82
4799,2,89,1,176.7
4799,3,12,1,725.87
4800,1,41,1,162.47
4800,2,64,1,544.59
4801,1,39,1,25714.1
4801,2,65,1,138179.89
4801,3,18,1,33630.65
4802,1,37,1,455.69
4803,1,43,1,6164.75
4804,1,34,2,593.29
4805,1,65,1,6395.74
4805,2,64,1,4345.32
4806,1,69,1,284.2
4807,1,38,1,134882.03
4808,1,23,1,6172.0
4808,2,25,1,1701.68
4809,1,35,1,1049.5
4809,2,21,1,991.38
4809,3,24,1,525.67
4810,1,68,1,624.09
4810,2,59,1,715.58
4810,3,61,2,579.47
4811,1,34,1,598.78
4811,2,35,1,1168.21
4812,1,30,1,674.16
4813,1,70,1,176.31
4813,2,33,1,627.05
4814,1,74,1,1606.5
4815,1,50,1,157660.37
4816,1,43,1,817.69
4817,1,65,1,780.38
4818,1,50,1,7248.08
4819,1,91,1,651.06
4819,2,48,1,632.23
4820,1,35,1,1070.1
4820,2,73,2,496.69
4821,1,96,1,213.91
4821,2,76,1,861.49
4821,3,55,1,440.23
4822,1,21,1,946.9
4822,2,74,1,244.2
4822,3,13,1,471.34
4823,1,93,1,668.75
4823,2,80,1,680.82
4824,1,63,1,817.34
4825,1,11,1,202.6
4825,2,81,1,183.53
4825,3,99,1,503.0
4826,1,48,1,487.17
4826,2,2,1,161.35
4826,3,14,1,629.41
4827,1,74,1,214.09
4828,1,86,1,212.88
4828,2,32,1,234.12
4829,1,68,1,625.85
4829,2,59,1,597.32
4830,1,21,1,961.32
4830,2,9,1,246.82
4831,1,33,1,99586.92
4831,2,69,1,45451.73
4832,1,22,2,4046.32
4832,2,65,1,7175.81
4833,1,93,1,754.66
4833,2,99,1,544.22
4833,3,73,1,488.55
4834,1,84,1,151.69
4834,2,75,1,213.88
4835,1,48,1,636.38
4835,2,86,2,251.69
4836,1,48,1,4367.32
4836,2,5,1,1322.38
4836,3,12,1,6906.92
4837,1,79,1,913.49
4838,1,76,1,846.75
4838,2,20,1,297.16
4839,1,76,1,868.11
4839,2,22,1,470.26
4840,1,27,1,885.71
4841,1,80,1,700.99
4841,2,76,2,910.05
4841,3,21,1,985.18
4842,1,84,1,1122.87
4842,2,49,1,3808.42
4842,3,50,2,6916.18
4843,1,19,1,837.0
4844,1,47,1,526.28
4845,1,3,1,459.91
4845,2,28,1,904.32
4846,1,44,1,255.67
4846,2,83,1,237.37
4847,1,95,1,211.17
4847,2,33,1,584.39
4847,3,57,1,187.33
4848,1,27,1,698.36
4848,2,14,1,821.05
4849,1,14,1,828.97
4849,2,82,1,1080.06
4849,3,63,2,990.68
4850,1,48,1,630.75
4850,2,91,1,705.52
4851,1,84,1,144.08
4851,2,41,1,173.89
4852,1,4,1,670.89
4852,2,90,1,811.28
4852,3,91,1,698.43
4853,1,87,1,989.31
4853,2,6,1,544.57
4854,1,68,1,752.22
4854,2,49,1,564.23
4855,1,45,1,517.12
4856,1,55,1,403.44
4856,2,8,1,185.5
4856,3,48,1,501.97
4857,1,11,1,1353.63
4857,2,1,1,7787.77
4858,1,83,1,35755.7
4858,2,20,2,50158.72
4858,3,43,1,119175.72
4859,1,45,1,469.46
4860,1,87,1,938.4
4861,1,14,2,768.24
4861,2,85,1,214.72
4861,3,82,1,1193.12
4862,1,51,2,3786.35
4862,2,13,1,3620.63
4862,3,34,1,4509.93
4863,1,21,1,734.91
4863,2,12,1,804.6
4863,3,50,1,783.87
4864,1,47,1,446.79
4865,1,44,1,208.57
4865,2,89,1,201.0
4865,3,58,1,548.63
4866,1,8,1,223.67
4866,2,19,1,862.64
4867,1,28,1,6576.8
4867,2,88,1,1360.39
4867,3,92,1,9696.58
4868,1,73,1,4301.26
4868,2,50,1,7216.22
4869,1,49,1,504.41
4870,1,35,1,968.77
4870,2,43,1,845.1
4871,1,98,2,126738.96
4871,2,25,2,35309.13
4872,1,21,1,7677.78
4873,1,65,1,6067.41
4874,1,43,1,769.25
4874,2,97,1,161.0
4875,1,55,1,3678.47
4875,2,91,1,4586.46
4876,1,43,1,797.88
4876,2,77,1,221.33
4877,1,60,1,758.75
4877,2,3,1,479.37
4878,1,81,1,168.73
4879,1,59,1,645.57
4879,2,21,1,999.71
4880,1,78,2,188.96
4880,2,96,1,225.57
4881,1,69,1,330.07
4881,2,77,1,236.21
4881,3,5,1,202.14
4882,1,76,1,850.17
4882,2,12,1,803.17
4883,1,33,1,676.14
4883,2,47,1,523.28
4884,1,8,1,1824.42
4885,1,48,1,96126.66
4885,2,65,1,130990.51
4885,3,40,2,37728.77
4886,1,46,1,936.22
4886,2,24,1,524.99
4886,3,14,1,790.32
4887,1,1,1,144737.11
4887,2,9,1,41826.07
4888,1,81,1,185.65
4888,2,13,1,490.98
4888,3,23,1,838.67
4889,1,7,1,130.93
4889,2,42,1,480.8
4890,1,85,1,180.06
4891,1,23,2,755.62
4891,2,26,1,463.49
4891,3,73,1,548.19
4892,1,3,1,521.25
4892,2,77,2,224.58
4892,3,65,1,772.84
4893,1,59,1,686.03
4894,1,23,1,809.84
4894,2,87,1,1025.88
4895,1,53,1,991.45
4895,2,47,1,528.25
4896,1,80,1,726.94
4896,2,1,2,1077.2
4897,1,18,2,225.06
4898,1,61,1,103068.22
4899,1,33,1,515.11
4899,2,50,1,782.28
4899,3,88,1,143.55
4900,1,72,1,619.33
4900,2,15,1,224.65
4900,3,51,1,437.68
4901,1,87,2,969.55
4901,2,7,1,151.08
4901,3,16,1,435.02
4902,1,76,1,950.21
4902,2,11,1,186.02
4902,3,58,1,595.38
4903,1,12,2,151395.66
4903,2,21,1,162782.3
4903,3,82,1,168232.11
4904,1,12,1,923.87
4904,2,21,2,1008.02
4905,1,97,2,27647.61
4905,2,75,1,37927.73
4905,3,90,1,120698.85
4906,1,91,1,666.88
4906,2,48,1,546.9
4906,3,99,1,528.39
4907,1,13,1,4020.92
4908,1,35,1,813.37
4909,1,73,1,574.1
4910,1,22,1,585.46
4910,2,97,1,145.5
4911,1,22,1,526.54
4912,1,77,1,219.79
4913,1,46,1,143152.37
4913,2,34,2,101318.97
4913,3,44,1,41122.07
4914,1,55,1,492.04
4914,2,50,1,875.98
4915,1,22,2,543.07
4915,2,77,1,235.99
4915,3,100,1,243.2
4916,1,41,1,167.45
4917,1,42,2,524.89
4917,2,44,1,230.31
4918,1,68,2,596.15
4919,1,51,1,74968.39
4919,2,6,2,106534.89
4920,1,49,1,571.44
4920,2,88,1,199.88
4921,1,48,1,93336.22
4921,2,11,1,27620.43
4922,1,75,2,203.36
4922,2,38,1,700.26
4923,1,18,1,158.13
4924,1,7,1,26167.97
4925,1,68,1,559.19
4925,2,23,1,897.28
4925,3,36,1,443.81
4926,1,38,2,822.75
4927,1,29,1,230.21
4927,2,15,2,241.42
4927,3,14,1,829.09
4928,1,55,1,466.95
4928,2,75,1,211.3
4928,3,99,1,527.35
4929,1,55,1,434.85
4930,1,61,1,639.91
4931,1,92,1,195377.12
4931,2,58,1,93885.55
4931,3,5,1,29373.55
4932,1,4,1,677.79
4933,1,23,1,761.83
4933,2,29,1,246.17
4934,1,69,1,272.25
4935,1,23,1,840.54
4935,2,52,1,592.9
4936,1,9,1,207.71
4936,2,62,1,146.7
4937,1,21,1,974.69
4937,2,85,1,186.81
4937,3,90,1,689.15
4938,1,38,1,723.96
4938,2,69,2,286.53
4938,3,8,1,232.02
4939,1,4,1,116100.42
4939,2,63,1,146372.19
4939,3,52,1,99512.26
4940,1,75,2,38414.85
4940,2,6,1,84185.02
4940,3,93,2,122853.08
4941,1,89,1,1735.21
4942,1,2,1,229.66
4942,2,56,1,1059.71
4942,3,40,2,275.29
4943,1,86,2,175.14
4943,2,9,1,198.42
4944,1,75,1,200.4
4944,2,26,1,488.91
4945,1,81,1,1381.75
4945,2,38,1,5530.21
4946,1,94,1,3332.62
4946,2,44,1,1625.98
4946,3,57,1,1621.96
4947,1,16,2,400.81
4948,1,17,1,20887.43
4949,1,66,1,811.06
4949,2,13,1,498.07
4949,3,48,1,532.68
4950,1,64,1,511.33
4950,2,45,1,461.42
4951,1,43,1,5801.86
4951,2,54,1,4654.66
4951,3,55,1,3561.72
4952,1,61,1,4326.38
4953,1,1,2,869.02
4953,2,30,1,593.01
4954,1,75,2,183.38
4954,2,37,1,444.6
4955,1,72,1,506.47
4956,1,36,1,479.99
4957,1,94,1,3244.26
4958,1,67,1,227.56
4958,2,52,1,542.61
4958,3,26,1,365.64
4959,1,36,1,372.25
4960,1,18,2,220.4
4960,2,22,1,578.18
4960,3,9,1,225.09
4961,1,89,1,230.23
4962,1,20,1,45617.77
4962,2,51,1,79828.64
4963,1,98,1,675.18
4963,2,75,1,213.1
4964,1,13,1,490.47
4964,2,89,1,192.02
4965,1,35,1,191166.76
4966,1,82,1,8351.87
4966,2,9,1,1597.19
4967,1,13,1,73956.51
4967,2,91,1,124023.69
4967,3,100,1,46261.28
4968,1,89,1,195.42
4968,2,26,2,451.59
4969,1,26,1,464.87
4970,1,76,1,947.5
4971,1,28,1,708.11
4971,2,29,1,209.45
4971,3,4,1,632.16
4972,1,29,1,259.08
4972,2,21,1,935.75
4972,3,39,1,159.32
4973,1,88,1,142.11
4973,2,95,1,169.25
4973,3,80,1,579.8
4974,1,44,1,1621.7
4974,2,6,1,3745.26
4974,3,14,1,6178.78
4975,1,11,1,177.99
4975,2,24,1,502.51
4976,1,71,1,156.6
4977,1,1,1,860.14
4978,1,86,2,193.61
4978,2,58,1,616.29
4978,3,71,1,181.29
4979,1,50,1,149143.47
4980,1,87,1,819.49
4981,1,56,1,826.54
4981,2,71,1,166.56
4981,3,27,1,798.5
4982,1,90,1,752.13
4982,2,22,1,572.58
4983,1,36,1,344.82
4983,2,71,1,148.56
4983,3,22,1,432.76
4984,1,48,2,86016.38
4984,2,63,1,163730.91
4984,3,67,2,44638.42
4985,1,64,1,547.73
4986,1,90,2,757.47
4987,1,33,1,629.68
4988,1,13,2,3760.75
4989,1,96,1,203.57
4990,1,26,2,435.98
4991,1,81,1,161.76
4991,2,39,1,139.12
4992,1,11,1,210.51
4993,1,34,2,550.12
4993,2,50,1,916.59
4993,3,22,2,601.03
4994,1,47,1,427.51
4995,1,13,2,3471.83
4995,2,37,1,3516.12
4995,3,14,2,5399.36
4996,1,34,1,594.59
4997,1,73,1,518.53
4997,2,10,1,176.34
4998,1,4,1,114409.98
4998,2,41,1,25332.88
4998,3,89,2,34604.45
4999,1,4,1,6090.75
4999,2,96,1,1521.41
5000,1,71,1,1207.02
5000,2,7,1,1232.09
5001,1,99,2,4210.37
5001,2,79,1,6284.98
5001,3,2,2,1560.59
5002,1,93,2,711.13
5002,2,37,1,502.27
5003,1,99,2,548.43
5003,2,46,1,866.1
5004,1,45,1,430.19
5005,1,43,1,124805.59
5006,1,13,1,81513.77
5007,1,40,1,236.07
5007,2,89,1,212.56
5008,1,67,2,48487.59
5008,2,37,1,81359.87
5009,1,48,1,565.0
5009,2,30,1,668.99
5009,3,71,1,183.23
5010,1,68,1,539.49
5010,2,77,1,166.31
5011,1,46,1,702.08
5011,2,37,2,393.19
5012,1,92,2,1065.21
5013,1,25,1,1549.96
5013,2,1,1,7504.8
5013,3,82,1,8856.87
5014,1,26,1,497.95
5015,1,44,1,241.06
5015,2,60,1,881.9
5015,3,40,1,248.31
5016,1,25,1,1738.18
5017,1,75,1,222.95
5018,1,39,1,154.49
5018,2,60,1,834.78
5018,3,65,2,782.03
5019,1,28,2,868.12
5019,2,11,1,151.23
5020,1,65,1,900.85
5020,2,58,1,625.72
5021,1,67,2,48399.35
5022,1,42,1,601.23
5023,1,53,1,164247.4
5024,1,28,1,896.04
5024,2,36,1,402.4
5025,1,64,1,3972.48
5025,2,39,1,1111.22
5025,3,67,1,2317.27
5026,1,81,1,149.81
5027,1,90,1,717.83
5027,2,50,2,941.64
5027,3,43,1,860.57
5028,1,47,1,499.31
5028,2,40,2,225.28
5028,3,75,1,203.29
5029,1,25,1,223.56
5029,2,35,1,1100.14
5030,1,38,1,788.41
5030,2,30,1,621.44
5030,3,97,1,156.41
5031,1,59,1,608.93
5031,2,43,1,787.17
5031,3,15,1,257.1
5032,1,45,1,86373.55
5033,1,16,1,353.79
5033,2,25,1,179.94
5034,1,24,1,540.09
5035,1,42,1,4467.46
5035,2,79,1,7290.95
5035,3,91,1,4864.74
5036,1,41,1,182.35
5036,2,93,1,873.21
5036,3,99,1,590.57
5037,1,33,1,4426.27
5038,1,5,1,1286.67
5038,2,16,1,3510.79
5038,3,96,1,1717.95
5039,1,94,1,433.43
5040,1,21,1,8121.5
5040,2,60,1,6451.23
5041,1,80,1,664.39
5042,1,93,2,726.3
5042,2,22,1,558.03
5043,1,53,1,1029.99
5043,2,92,1,1241.22
5043,3,12,1,881.3
5044,1,23,1,934.02
5044,2,7,1,165.93
5044,3,41,1,162.0
5045,1,60,1,735.64
5045,2,80,1,638.73
5046,1,42,1,498.03
5046,2,90,1,584.7
5047,1,14,1,127314.9
5047,2,23,1,121629.42
5047,3,3,1,89152.17
5048,1,95,1,200.36
5048,2,5,1,159.16
5048,3,70,1,166.36
5049,1,53,1,7074.36
5050,1,77,1,1596.41
5051,1,22,1,100344.19
5051,2,30,1,115220.54
5052,1,67,1,277.34
5052,2,55,1,487.52
5052,3,73,1,557.53
5053,1,53,1,891.82
5054,1,21,2,782.82
5054,2,74,1,172.38
5055,1,46,1,883.32
5055,2,24,1,499.75
5055,3,21,2,920.07
5056,1,7,1,145.58
5056,2,30,1,572.15
5056,3,35,1,936.11
5057,1,50,1,983.46
5058,1,62,1,159.61
5058,2,38,1,801.43
5059,1,30,1,535.42
5060,1,37,1,74352.94
5061,1,75,1,190.65
5061,2,100,1,264.92
5061,3,59,1,650.19
5062,1,78,1,174.17
5062,2,52,1,504.14
5062,3,67,1,234.21
5063,1,42,1,577.35
5063,2,32,1,217.47
5064,1,17,1,146.1
5064,2,22,2,588.92
5065,1,36,1,407.75
5066,1,12,1,150699.56
5067,1,74,1,41314.17
5067,2,88,1,32928.21
5067,3,13,1,72237.99
5068,1,89,1,242.81
5068,2,6,1,577.92
5068,3,30,1,734.18
5069,1,58,1,587.51
5070,1,85,1,33792.04
5070,2,51,1,73910.11
5070,3,28,1,150096.4
5071,1,94,2,408.15
5071,2,76,1,717.54
5072,1,55,1,76541.33
5073,1,19,1,146828.12
5074,1,5,1,1274.06
5074,2,88,1,1359.35
5075,1,80,1,733.26
5075,2,78,1,212.21
5075,3,23,2,854.2
5076,1,24,1,506.08
5076,2,65,1,834.43
5076,3,45,1,522.64
5077,1,81,1,1424.8
5077,2,54,1,3980.39
5078,1,40,2,260.68
5079,1,41,1,169.94
5079,2,1,1,1022.35
5079,3,65,2,707.23
5080,1,9,1,1707.23
5081,1,50,1,1017.32
5081,2,90,2,720.96
5081,3,87,1,965.06
5082,1,41,1,179.5
5082,2,76,1,1015.23
5083,1,19,1,6108.65
5083,2,98,1,5639.91
5083,3,34,1,4378.75
5084,1,72,1,576.16
5084,2,5,1,159.8
5084,3,74,1,167.58
5085,1,93,1,640.83
5085,2,68,1,525.23
5085,3,38,1,676.6
5086,1,29,1,249.07
5087,1,21,2,7443.91
5087,2,24,1,4142.93
5087,3,3,1,4162.5
5088,1,83,1,1822.86
5089,1,94,1,426.69
5089,2,70,1,170.48
5090,1,56,1,7592.66
5090,2,21,1,7456.42
5091,1,1,1,1077.86
5091,2,54,1,575.03
5091,3,23,1,853.46
5092,1,63,2,880.62
5092,2,53,2,966.95
5092,3,45,1,508.66
5093,1,30,1,118362.02
5093,2,75,1,36408.36
5094,1,51,2,3907.99
5094,2,37,2,3727.19
5095,1,71,1,162.96
5095,2,83,2,225.2
5096,1,64,2,535.2
5096,2,36,1,401.51
5096,3,79,1,915.38
5097,1,50,1,153593.72
5097,2,22,1,96200.02
5098,1,89,1,36427.71
5098,2,31,1,146252.01
5098,3,75,1,30890.1
5099,1,26,2,487.04
5100,1,41,1,170.99
5101,1,30,1,627.51
5101,2,85,1,203.67
5102,1,42,1,94829.39
5103,1,81,1,178.25
5103,2,93,1,810.47
5103,3,26,1,401.99
5104,1,50,1,6716.68
5104,2,89,1,1504.64
5104,3,82,1,9112.87
5105,1,57,2,1561.18
5106,1,83,1,209.26
5106,2,66,1,638.35
5107,1,38,1,775.85
5108,1,90,1,717.55
5108,2,56,1,815.95
5109,1,19,1,783.36
5109,2,23,1,796.8
5109,3,79,1,918.97
5110,1,99,1,90923.51
5110,2,47,1,83283.33
5111,1,81,1,166.84
5111,2,39,1,158.3
5111,3,72,1,592.18
5112,1,93,1,5230.06
5112,2,72,2,5123.57
5112,3,10,1,1238.58
5113,1,39,2,164.32
5113,2,98,1,757.93
5114,1,3,2,488.33
5114,2,16,1,431.99
5114,3,66,2,808.16
5115,1,98,1,668.72
5115,2,17,1,168.17
5115,3,73,1,541.67
5116,1,59,1,4381.41
5116,2,96,1,1768.22
5117,1,51,1,483.67
5118,1,83,2,35615.8
5118,2,55,1,75879.63
5118,3,20,1,43829.79
5119,1,73,1,4305.23
5119,2,50,1,6943.25
5120,1,5,2,182.2
5121,1,68,1,4933.0
5121,2,30,1,5464.05
5122,1,27,1,5299.16
5123,1,74,1,205.79
5123,2,14,1,792.32
5123,3,40,1,260.25
5124,1,66,2,727.53
5124,2,24,1,467.44
5124,3,80,2,639.13
5125,1,32,1,32087.78
5125,2,83,1,39620.95
5125,3,66,1,133698.85
5126,1,8,1,225.86
5126,2,87,1,948.24
5127,1,53,1,906.9
5128,1,97,1,1236.32
5129,1,39,1,156.86
5129,2,74,2,211.91
5130,1,85,1,187.45
5131,1,100,1,284.18
5132,1,15,1,227.31
5133,1,10,1,1334.83
5133,2,8,1,1606.72
5134,1,3,1,3996.16
5134,2,80,1,4685.59
5135,1,46,1,874.86
5136,1,72,1,613.23
5136,2,14,1,842.07
5137,1,45,1,88670.4
5137,2,63,1,149588.24
5137,3,42,1,94701.04
5138,1,75,1,1562.21
5139,1,41,1,169.39
5139,2,7,1,156.37
5140,1,18,1,222.47
5141,1,9,1,212.91
5141,2,25,1,204.47
5141,3,22,1,569.67
5142,1,94,1,396.95
5142,2,22,1,552.39
5143,1,21,1,992.83
5144,1,76,1,862.76
5145,1,50,1,949.76
5146,1,50,1,7133.6
5146,2,67,1,2060.59
5147,1,82,1,993.31
5147,2,2,1,164.9
5148,1,61,2,516.12
5149,1,64,1,550.02
5150,1,41,1,140.76
5151,1,55,1,74280.99
5151,2,92,1,195623.37
5152,1,7,1,166.05
5153,1,2,1,195.6
5153,2,21,1,990.83
5153,3,43,1,760.9
5154,1,30,1,720.25
5154,2,86,1,253.02
5155,1,15,1,224.18
5155,2,1,1,971.68
5156,1,20,2,346.85
5156,2,90,1,777.95
5156,3,7,2,183.02
5157,1,92,2,1261.04
5157,2,64,1,630.18
5157,3,72,2,632.8
5158,1,30,1,689.69
5158,2,12,2,987.17
5158,3,52,2,687.25
5159,1,96,1,237.34
5159,2,13,1,511.6
5159,3,7,1,158.62
5160,1,74,1,174.1
5160,2,66,2,703.03
5161,1,58,1,628.18
5161,2,51,1,461.96
5161,3,78,1,195.86
5162,1,45,1,495.86
5163,1,22,1,591.15
5163,2,73,1,479.4
5164,1,25,1,187.71
5165,1,44,1,236.64
5165,2,24,1,535.64
5166,1,4,1,661.58
5166,2,24,1,466.44
5166,3,88,2,182.98
5167,1,6,1,466.0
5168,1,100,1,230.82
5168,2,61,1,550.03
5168,3,52,1,508.48
5169,1,28,1,138624.44
5169,2,40,2,41908.54
5169,3,91,2,104992.4
5170,1,88,1,25079.79
5170,2,65,1,137600.18
5170,3,89,1,37442.56
5171,1,60,1,868.22
5171,2,72,1,636.97
5171,3,89,2,213.87
5172,1,52,1,471.49
5172,2,20,1,233.67
5173,1,90,1,636.21
5174,1,78,1,169.11
5175,1,23,1,665.3
5175,2,37,1,394.69
5176,1,58,1,681.38
5176,2,17,1,169.96
5176,3,48,1,590.46
5177,1,68,1,515.05
5177,2,42,1,463.1
5177,3,25,1,186.33
5178,1,54,1,555.42
5178,2,18,1,215.57
5179,1,57,1,228.55
5179,2,55,1,507.04
5179,3,53,1,952.83
5180,1,19,1,728.02
5180,2,24,2,465.94
5181,1,1,1,167386.95
5181,2,85,1,35249.6
5182,1,80,1,640.01
5182,2,62,1,176.08
5182,3,32,1,218.48
5183,1,10,1,138.03
5183,2,28,1,711.47
5183,3,74,2,183.16
5184,1,59,1,673.31
5184,2,32,1,196.62
5185,1,37,1,480.89
5185,2,28,1,839.17
